;index;ANS;REG_RAN_18;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;Agriculteurs;Artisans-commerçants-chefs d'entreprise;Cadres et professions intellectuelles supérieures;Professions intermédiaires;Employés;Ouvriers;Anciens actifs_x;Inactifs et chômeurs n'ayant jamais travaillé;Agriculture;Industrie;BTP;Tertiaire;Inactifs ou chômeurs;Actifs ayant un emploi;Chômeurs;Étudiants ou élèves;Militaires du contingent;Anciens actifs_y;Autres inactifs;Personnes de moins de 15 ans (17 ans pour le RP 1975) ou étudiants - élèves;Aucun diplôme ou au mieux BEPC - brevet des collèges ou DNB;CAP - BEP;Baccalauréat (général - techno - pro);Diplôme d'études supérieures;Autres nationalités;Français de naissance;Français par acquisition;Espagnols;Italiens;Portugais;Autres nationalités d'Europe;Autres nationalités d'Afrique;Algériens;Marocains;Tunisiens;Turcs;Marié;Non marié;Homme;Femme;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;REGION
125;17;2006;FF;775690.872772551;773881.529161972;778607.6394619438;786362.0639877032;793561.4497830307;51652.82232245886;14532.739015039304;14024.994672164828;13770.063563054611;12931.470325780407;12742.377568512702;11942.287373364905;11594.811525001998;11484.685119035506;11152.389628448804;11093.979171021096;11080.055775398008;11245.6007106852;15334.1193425502;18320.933089872582;21538.554097926124;24566.21644418707;25372.449021088396;26119.837663508486;27883.636713661042;29633.417918485746;31504.58272918203;31972.628369437785;31115.963779613045;30823.93517332251;29116.693468058358;26834.302225290176;25155.171574452972;24106.37642174663;22307.4874608791;21139.18025171801;19281.504521421786;18836.76181361835;17195.91549625339;16342.769224960766;15177.58964003571;13251.661704527329;12562.085976724427;11668.097851163495;10950.872218676019;9846.796965524205;9386.658373877122;8750.074144227116;8258.114536679213;7678.375227052022;7048.430207267193;6792.922684554306;6658.195624181598;6369.451082125891;6143.674608271601;6114.159145443488;5857.152047595101;6000.2437203882155;5709.706360656589;5667.154728576595;5018.133573040198;5052.946205397799;4479.076733251101;4342.3175520951045;3931.8365505080023;3551.4660901927955;3219.142390916999;2948.978410272604;2413.717805883802;2104.2312643443997;1744.2736186491009;1479.4567730588983;1410.9546152561009;1173.8363394240994;892.1220152624995;925.4381679020001;863.7995329239999;720.2133841090999;583.6717942697003;530.3264753482998;555.1056966264999;489.5963179420002;422.6316446335999;439.57294083859983;342.92496325039997;351.06269924020006;233.50444058989999;196.9871230984;187.3924075112;166.7851898107;138.64531708379997;94.71539730639999;85.48873815170002;87.24533800459999;61.240224589899995;40.20348993;17.7641464035;21.9059105589;19.8558558559;2091.507350176397;25621.481704399528;103978.21954300866;88674.3031104905;110225.8310601143;100743.29089855951;54002.76544405399;4377809.321312446;6561.313113869724;42024.56325796232;29360.04993740728;268493.53059066436;4516707.263523276;346439.4568999163;112204.43734873731;151368.19004950757;;54002.76544405399;4199131.870681156;4214653.730433286;208282.43422431414;57029.455087422335;115342.78544318161;267838.31523519853;155000.75080284654;3940089.7831850727;98311.63521458271;15105.036123147098;19168.69816466421;45075.38921066733;234230.0325187237;123611.2075506467;77125.6964807867;86107.91935345581;25754.584105833812;43565.98771296846;404251.6537088774;4458895.06671428;2456233.114607311;2406913.605816321;9.784085364900001;8.9552114423;18.6440153253;8.0903152291;10.252071561300001;;4.0;;;2.7420049934;;;;;;;;;;;;;faute de frappe
126;0;2011;01;;4742.012212519001;5242.288415985899;5273.6384011868995;5429.787361150999;5654.721608171501;5870.918823926299;5826.781725285602;5783.5465078119005;6328.2432846303;6093.309511839501;6448.701939610802;6499.982203479297;6404.725186574201;6238.9789550057;6548.448056223402;6181.875144851302;6357.740069177298;6201.945954019905;5655.820044843605;5362.839259166099;4804.220677606504;4322.041499959106;4036.732252189803;3726.8642318765023;3730.7180138469016;3441.378003790398;3900.8748515066004;3841.7771172374023;3920.7850742541023;3701.9879422306;3868.427899032201;4163.421996663802;4260.126073364807;4697.395345571608;4981.029235225507;5375.5594169765045;5570.438279512908;5727.630952821508;6525.331170322307;6079.329775453603;5989.674596340905;6207.350426183209;6365.750220540106;6400.287654484801;6627.559423381003;6786.3906892375;6691.685761316206;6708.575823201308;6259.47230590581;6113.782288884309;5834.319858890506;5417.156215032203;5551.292709611202;5530.044283923704;5369.512019577803;5085.109633630205;4750.386485665605;4908.726728996106;4837.556045356401;4721.412157564905;4456.095865262801;4397.392192320198;4308.344212013402;3981.585334401102;3986.6786500962016;3573.4923617604013;3625.0961048615;3240.4737440447984;3200.5017730016007;3069.6126944498997;2738.9392569697993;2632.121569160899;2544.5123302777997;2691.4490869420006;2465.4041634042;2453.3381055753016;2089.6111302133004;2147.5631774852;1806.1957362832993;1733.1149178779;1624.0792805840003;1496.8785109774997;1369.177494307599;1323.6050010202996;1219.1226704209;1045.2743424947998;1004.2828439641003;962.5348721999002;683.6963822571998;642.4904731943001;575.2954656998;408.1733543497;330.25400033200003;318.1863099094;263.68087391119997;142.2947711239;107.08034701529999;87.9266420601;3234.097179831799;15808.93326224335;13825.833160804994;36482.831015327996;60776.17078761442;35880.48491062366;68233.21808240797;165738.29782824902;4751.620378943894;9153.823454182484;9840.786791677994;103922.62542857;272311.01017372793;127668.85605337434;51668.15091356503;38450.236116688066;;68233.21808240797;113959.40506106507;114238.67940289315;136434.79915414247;53679.408105883536;46894.97520222235;48732.00436196127;16106.404550073215;376681.1355898909;5796.3781910829175;117.54139298159997;125.9872058837;45.5311822826;676.9258603589002;296.36547879040006;80.28336402080001;38.2080662768;11.8709779969;3.2343674673000002;111380.14341797777;288599.7228091271;185559.5065605231;214420.3596665847;77.0516801048;74.89676575130001;39.2766437485;15.015141664100002;9.0065142076;15.2067149888;6.4791344651;3.89296333;5.0590183924000005;7.4994859011;;2.506319699;;;;;;;;;;;Guadeloupe
127;1;2011;02;;4210.504154533098;4623.812653178701;4588.073044154699;4839.643542392001;4664.519829372501;4931.402003045798;5284.9992534621;5119.333505338601;5083.5850696511;5606.901844955;5298.306308336899;5629.5926235556;5360.193645414401;5550.699449387899;5301.771175093295;5639.3191729981;5851.068989001301;5648.6611995018975;5509.283587115799;5282.736405755196;4890.258660017095;4504.383361194795;4207.6130570913;4102.9799060956;3922.1365401678004;3853.5444830249025;3828.680700103998;3805.4907478226005;3650.1413818695028;3688.582984070598;3683.1266986995006;3609.7833660414026;3806.038024254797;4057.1869116881007;4421.961838680796;4708.5588912499;5307.953410791098;5332.494703963294;5837.827756734096;5955.03177988179;6012.400161424494;6082.635271712199;6004.880292672003;6398.085321362899;6342.948720405294;6658.872460734196;6707.987027561293;6654.2624075982;6396.3003927994905;6296.202923482789;6135.970634991995;6022.597436444;5614.210471248995;5445.046563469991;5433.576846234495;5412.033329738094;5051.243319647493;5117.4840668919005;4784.655811615095;4504.096569769197;4513.870936110301;4358.079748844399;4385.287047769296;4253.0670248849;3708.3415965239005;3779.9069646640005;3448.068456444802;3285.955156465201;3123.3743422060984;3162.3524554045994;3132.3150321819985;2962.228692702201;2818.682524289799;2996.5079117544997;2984.5823308181994;2489.7841839489993;2441.5010560868;2340.8283311449995;2267.2803572514986;1965.3871511504005;2074.7221477324997;1684.8358275657004;1561.85411817;1463.9799206975997;1279.5383871651;1115.6110713812002;1124.2809472085;941.6799948272002;756.2922561886999;708.0028563838998;605.3157081318001;391.03164308230004;379.770466951;276.058271466;253.4039092585;226.9465849067;155.11126447099997;99.96191238029999;2421.6298308778973;13214.934891466584;15076.096878872064;37146.98169161693;62087.92217548568;39356.97476086037;72786.58895444729;146023.00433452617;5965.094718564997;9390.700593616388;9058.539740565979;108575.53154880162;255124.26691660483;132989.86660155022;46807.44055475618;36896.0308254268;;72786.58895444729;98634.20658197062;102302.74834506412;135586.7830475533;54790.32076345532;42923.790425792286;52510.49093628823;5418.415498837064;377662.3978900712;3818.6211863752997;79.53522190219998;91.51269968230001;39.636388068200006;725.5053096709003;157.3075084762001;40.32302404220001;56.551473402099994;20.927248486099998;3.4000691197;102862.94977559577;285251.1837425463;178646.32311147888;209467.81040668045;116.74627581090002;57.186861642699995;54.5837142183;19.100722493600003;24.112493252;23.455689136900002;8.0554662904;9.9401992998;;5.0203315837;6.4604863172;;;;;;;;;;;;Martinique
128;2;2011;03;;5587.0912299397005;5693.5062524845;5665.152553062201;5898.998580308599;5824.9917576696;5724.5562279503;5513.773793187799;5619.6153703525;5464.7152730817;5334.1577065692;5333.078390635397;5262.6108663058;4735.5995400174;4651.631348843402;4430.361507427298;4589.159357085502;4306.714344013002;4275.3928515703;3923.6096369059005;3580.7153713013004;3488.0888517660014;3141.9787465843037;3151.7000648725007;3090.509412779901;3252.0328635243995;3328.644637319299;3250.108110156602;3631.5766509746;3352.6955042471013;3331.690400774198;3254.980585634403;3199.805389879298;3249.6201972947024;3108.2226814723017;3273.5630780763067;3324.522210637704;3220.4133075639047;3181.691540867801;3328.234559690804;3212.7216294665036;3101.117419609201;2972.360724157501;2782.217924328702;2975.4795321633;2867.130722226402;2635.8086768892017;2613.1874650360023;2507.7679273630015;2480.172043684502;2574.7354183932007;2140.1969549586975;2112.749720177199;2019.2266113735982;2067.8681650869985;1900.2796933826994;1822.714234281999;1672.139111070198;1604.7916884534977;1539.3818569225007;1322.6554601913003;1337.5811218022998;1180.9578280274009;1060.3689339674004;1053.7033460229002;1054.4409225886998;812.6689656549006;706.7460096922999;711.4309300448999;663.7451391263002;586.1988952415;552.8780387284;504.48755888209996;465.1871808831999;422.28481141439994;337.3965648073;343.357870157;391.13235125310007;301.61434168970004;320.54864025530003;259.4326739713;248.74519360709996;235.8408678157;186.18230734589997;226.10184354119997;152.83662348689998;106.6010392546;137.35912415309997;98.9077773393;101.01751981880003;70.0828494077;72.790828761;44.5869722478;49.1579065741;28.565384277800003;26.5064904078;13.086682099399999;11.6626089803;10.012908951499998;1482.6740434167998;8329.823872682802;7288.546883203085;16119.296164340652;25072.526394022105;17239.8613504893;11075.982707012005;140816.6969213241;1830.3519063684976;6891.641214655584;5216.845051610299;47514.4679322834;165972.10223156775;61453.30610491822;28356.91660405786;24416.67457492721;;11075.982707012005;102122.52834557978;96325.14441251365;74707.92598389479;20610.937651063963;16286.779143530099;19494.621145490804;76531.74967815532;134435.00664833887;14895.06386474129;72.31416430800002;148.76141291300002;84.18049598249999;730.8408759634002;369.3405668105;64.64372368739998;65.1604136255;28.346491961900004;;33217.667350539625;194207.74098593762;112038.93368006591;115386.47465642187;12.4968838142;7.772376212599999;8.3785702447;;;3.7723762126;2.5673456862;;;;;;;;;;;;;;4.0;;Guyane
129;3;2011;04;;11486.629104642601;13214.183010557703;13323.0394187281;13646.181070518407;13557.319745785702;13827.444330399405;13918.5790306899;14068.261349025202;14323.9261887113;14213.455653570501;14128.861602456402;14073.3261000513;13506.5944100311;13803.0254108107;13679.078457761201;13891.387489250004;13992.083642502512;14605.5104539262;14317.244034793415;13127.47191119102;12082.250411248418;11466.897046304925;11191.217529655109;10906.39674388862;10830.947848618714;10333.31467587832;10229.752361672116;10409.293088728924;10449.049906492222;10219.455636654222;10648.72405373731;10935.588701699222;10766.51570731693;11146.916321633718;11322.66143921182;11375.735791486315;11640.978075716326;12165.482678057122;12376.585167232131;12458.956808379828;12998.453417890418;12744.798411698732;13355.846957353919;13178.043208079533;13134.473638344409;12923.840431637429;12563.6848295788;12269.636270950528;11456.846092500222;11187.464737630837;10812.824971190827;10374.670593104423;9905.36388583983;9540.829450281715;9181.596808553319;9108.31048481911;8561.549114314914;8539.575013240816;8121.554974842504;7175.292882837308;7091.8336763796;6257.432861880204;5844.88466401141;5864.9263800803055;5568.843055695702;5049.483322616405;4845.083786177499;4754.666858659799;4534.5430756173055;4284.686333513401;3797.010337215199;3685.2581112881016;3732.7461193974004;3318.9456417375004;3302.515514940101;2890.221422028301;2729.0965977026;2423.4513098;2245.3185898643005;2000.6339714865;1701.5200872112994;1730.4871099785996;1710.1296954855;1352.9472768780004;1212.6311676783998;1161.2255090863998;1009.3486346162;897.6398969924998;631.9622358132999;579.0970891891001;434.33483806039993;343.71958401910007;313.53677850800005;174.8386708456;162.10469831439994;152.70216135950002;96.44984249390001;64.5050104993;6192.779320868103;21254.037167727176;26239.915702610433;66935.41023644734;127168.05237824969;91716.99657409996;89045.57700629263;384341.99453102396;8592.206617852422;17032.498114633127;18193.37811576905;197000.53054399707;572076.1495250324;240818.61339225076;131584.01895443027;80279.8201996403;;89045.57700629263;271166.73336469696;257874.57813750472;293596.2805260931;98251.4387675217;76564.047710099;86608.41777610837;809.6604483692983;795814.9838064037;10239.382813645498;121.77721611510002;126.67838480910001;62.84621535549999;824.0238598631993;4723.7342241293145;53.60806084080001;92.19851158360002;14.941122534800002;10.9282536123;236871.11056760474;576023.6523496772;393750.136112502;419144.6268048456;56.8867662984;46.6089956572;16.5270592154;7.494427104500001;8.9594003503;5.076060523600001;4.9893927225;2.4803146144;;;;;;;;;;;;;;;La Réunion
130;4;2011;11;;159207.67588090966;168117.46430136272;165051.6459377941;162859.75612990477;159346.33684400714;157768.83660241953;155068.54894595296;154006.74598370626;153078.97960627574;150294.1440878907;147578.73563012417;147206.78400196074;143905.84315117288;143033.6965063399;142142.19012409777;141968.72911139036;142827.1551088357;146320.8746181868;148909.23734979166;151221.6775852791;152370.5840445323;154542.76913518616;160693.49352955548;163992.47597067774;168056.82256992566;170476.00661589758;175353.21191379227;177687.10599282393;180411.78387913536;179603.2937368385;179694.37544355867;178453.99932752876;175113.46030138596;175016.23550131763;176348.81493896968;178580.98162907848;180166.53224972865;180303.53861075558;181557.90755314133;176840.8381719803;173254.63079532477;169818.36871555055;168325.78138414057;168653.70927624308;169799.45286532285;167770.62503047788;166533.68795531098;163992.1369604636;162200.45027196762;157655.32979485384;154548.13992729769;153509.70893546302;149377.05975859915;147313.34999834286;143840.17986802803;143137.85860242983;141775.42228128415;142154.51102800242;141219.1212034374;139157.10178563825;136713.20244298704;129337.35215417376;121272.91657043704;111190.21618463205;101231.87216120446;91459.59949346243;81194.64238483667;78065.83973509588;75038.98781807222;70765.39363904901;69543.43824213822;68801.84471704226;67213.78147662124;65896.04041760205;63928.36072509728;63252.13621618495;61816.255611957655;59728.46478293363;58003.357897729344;54964.91624232126;51957.974957826664;48493.76376443847;45323.05154320659;41095.89798159468;38082.34723235793;34625.622847203114;31861.734459101688;28532.971608752345;23744.34992051653;18405.39124990761;14281.603131861282;10530.468416785377;6925.05116085349;6101.64595396209;5240.7185327352;4274.5179077458015;3490.3458204788953;2621.645403280701;8774.212035984687;282910.15858085273;1604435.0530042294;1572481.0274785405;1649048.1048371093;898465.4935822852;1874767.857501186;3788289.8001193055;12791.452625450745;446092.96654258674;279051.3983289228;4636401.684176999;6304834.205466269;5374337.501672753;717263.1690793713;1003794.7678375936;;1874767.857501186;2709008.411048096;3032414.1780316522;2491824.351467924;1432862.8049275589;1484957.6780218254;3237112.6946904035;247258.34361109216;9203450.484295499;1049951.5929738623;31708.63375776338;40321.82898729891;217172.6868267404;168080.66349846259;294027.2911527331;181155.49461874473;130932.40977431022;59949.67859797987;55162.59904262068;4201663.068326444;7477508.638813247;5638425.988419757;6040745.718719176;1841.8078871611021;1120.9140350995006;752.4663572532003;478.52615516040015;271.0261566327;231.75768925769995;77.47932684279999;61.319596304799994;26.363519094899996;26.185810993500002;25.5764137977;18.130110579700002;7.244330052499999;;;;;;;;9.2738838456;;Île-de-France
131;5;2011;24;;28169.939546608788;30027.107710425604;30113.0129563277;31662.908517378084;31034.533393160935;31219.9434092439;30455.59325062567;31957.977191952898;31266.27375676007;31181.932872165075;31514.186476590523;31277.420781195113;30799.83519824414;30563.171237257768;29694.1960706817;30170.40880192821;30727.677163140746;31311.183782833225;29229.622251583183;29430.036356717683;28232.70888090755;27894.239307183332;27366.39172462999;27185.92631906608;27294.046789211585;27113.716257145123;27851.132130735794;28953.123607392212;28414.372864707482;28537.448363375974;28563.97100386058;28483.34274542496;28361.48629520909;29120.854764287327;29685.62809026998;31813.01415149987;32897.07184069258;34902.51626709364;34955.2971645648;34822.40886880381;34997.06450995627;34839.52069014977;35032.24839233623;34886.62103514333;34853.01780266484;35228.93638172142;35593.99530097134;34726.09942299628;34212.04514217309;34333.57670244453;34915.48943658545;34428.85990514614;34442.23592551306;34724.3143215652;34507.70117853745;33916.284007904906;34615.984588133935;35036.38707412358;34468.51361338269;35013.277185124716;35378.998275418;34931.90319433491;32673.73040799867;30148.445578401683;27980.470400761988;25580.159560017368;22564.775779767668;21808.589020269177;21556.51884405831;20575.931553792267;20936.479520896417;21574.25497324619;21293.412231536553;21255.17029666032;21085.53790111109;20089.990853853393;20523.43252537762;19951.4827213997;19064.408950680114;18755.978656632877;17299.121503911305;16334.997648476812;15451.222152434175;14262.504776781669;13198.257954214698;12248.825095035778;10889.380643637009;9921.507560506298;8197.457369690499;6522.016727512592;4944.956407509298;3035.8062876917;2270.9020962994014;2057.6274756335006;1646.4568632361995;1534.6839225221995;1045.3669797232003;922.8971369541998;23580.655507538726;65629.64172354856;140506.47665199576;285050.6611668814;345329.0423174419;313134.3761107818;629413.4378894015;717573.8409656065;37076.97839998984;170864.89188427283;77009.66616653065;764261.2599721054;1471005.335910266;1049212.7964229092;134156.8251663679;174161.07449995156;;629413.4378894015;533273.9983545752;575918.4645328108;702080.1695817389;526168.0468094115;307944.529353689;408106.92205556884;7490.869895342188;2338590.3804161856;80269.60322340344;2971.554587327203;1665.3719629833995;24808.596753703052;13207.852754628035;16069.787633491;7322.3177093452005;15238.033422980134;2085.5401309818008;10498.223842612624;1021650.8395675551;1498567.2927655824;1223236.7237992606;1296981.4085338751;644.5256823026997;415.36355409660007;253.48224531489996;111.81252951109998;114.9834820026;54.7486970396;41.369340687100014;12.3660539469;11.2272678918;16.762854958200002;;;;;;;;;;;;;Centre-Val de Loire
132;6;2011;27;;30489.08439138072;32324.075798632824;32312.949609607298;32353.16217329528;33365.12402901258;32994.444730866;33021.43525846496;33403.11628360388;33593.998273910365;33937.25589913165;33884.22124390815;33652.16415240354;32996.05657258526;32266.391961349385;32622.09654567271;33309.96715415207;32699.112299054737;34624.20154177926;33336.33401041507;32207.18423921566;31254.462136158803;31551.278032228165;31357.6055692865;31327.88960333669;30455.496709809362;30048.803005471957;31408.80717326538;31932.91794788874;32289.61934810051;32025.92000734615;32358.597669539475;30999.543675774898;31431.41579780995;32238.607586011905;32549.765140449083;33764.00401637688;35412.91147235256;37569.84765784092;37871.8274966728;37256.07790990113;37758.673374508195;37873.083126498015;37429.79686922568;38438.056743710025;38036.14326035362;38020.63632337346;38819.68505149544;38090.53353806307;38195.655413352695;39164.86962738848;37586.3164293925;38568.23510566473;37423.41682932874;37993.282239821485;37540.335017806174;37727.02618220175;38433.763243958165;38973.11701415188;39998.86170762301;39104.148564975985;39797.03979596531;39737.70974777725;37406.6386532293;34704.465263708975;32098.560317085186;29121.68221927361;25660.299097879484;24450.357273741603;23822.47328131951;23825.393703465073;23104.177249317596;23813.92925964071;24353.858237380107;23432.917518493745;22783.14354994952;22350.090401964764;23423.12876994235;21970.914712625243;21415.1263747167;20690.333316059285;20066.646197158017;18193.577516797486;17095.204642792392;15957.551525055494;14417.252989094424;13558.080870175112;11900.498169401995;10363.090682750984;8895.671022328303;6834.558360256289;5230.4136696018;3572.8724390139996;2413.1075019580016;2301.285920347801;1799.7205441743997;1566.3418981121001;1152.1459213268001;921.4437292025004;31528.90255124825;76100.42693389821;138891.61371740815;298710.3202457447;364599.1414262232;374852.57343289;693673.9781350608;797227.2312011719;47965.44916193263;217372.94961744506;79342.16809944274;803137.5399508468;1627766.0808138133;1147818.1068295375;148932.5675049282;192919.88014852948;;693673.9781350608;592239.6550254653;622275.612274215;786475.9489090261;586571.1217106162;334821.7001819704;445439.80456780596;6845.901734217619;2568819.997427474;96320.39448124252;3352.1274036507007;6026.403887928184;18482.805400817557;22994.55507698468;6520.790652506229;13598.644245369926;15939.508341912258;3073.413421062005;13609.645570242777;1117175.534492102;1658408.6531512898;1352982.3351288673;1422601.8525144756;670.8150012925;377.1047581172;282.9554124721;171.3162363052;53.9974955776;67.7871883551;34.531791091399995;16.6501434024;8.3088832987;4.0007815979000005;9.7341944238;4.0;;6.9074570116;;;;;;;0.9661706982;;Bourgogne-Franche-Comté
133;7;2011;28;;37637.159047420995;39329.19665056087;39971.04175306871;40752.93216787092;41282.638930714784;40351.75895956257;41476.03745561685;42282.57015529148;41357.92865236909;41976.94654559043;42377.048441164276;41863.28550659189;41695.31162137459;41793.5450440666;40806.77239371996;40655.72700334062;41539.59948159175;43000.61529876223;41815.96968464183;41174.32459439099;39625.119197751555;39389.58498586566;38484.90732385253;38306.752875046106;38362.88533768395;37365.867951871;38917.036696873554;38743.58868245704;38564.71058072567;39006.959386883434;38521.46592033353;37966.997188286914;36670.64361395031;37853.87353330744;38626.11294104103;40693.893256708085;42812.89417650506;43374.86552930634;44981.87901911771;44454.71380455678;44358.75647906678;44903.14704161917;44453.97158464246;44837.793863254476;46094.693239437926;44776.77593780705;45258.63720660458;45658.91558103904;44708.67960276683;44946.21739639447;45595.700707815005;45105.015319381666;45573.939913210386;45571.09517316746;44913.859748930794;44513.02703637221;45020.208679852054;44017.12836891991;45297.827362414115;44565.38603623662;45145.13598789111;43831.09209849189;41435.22391932445;38230.61726130972;34627.64184298097;31302.02831731787;26924.474785733717;26125.364306795454;26303.246312687534;25389.101263598674;25175.93256771504;25978.888764766114;26520.775184130933;25842.440980781004;25474.906414608497;25972.1527610165;24735.436904212438;24660.03116682993;23268.595437433385;22542.33397771551;21207.82973299831;19413.965685986706;18173.112570875;16971.58689055811;15269.682362675623;14273.4319800475;12873.840373065497;10995.434147105894;9444.052815589595;7249.009113135906;5355.0050871053;3830.0482562360958;2427.5255476376005;1962.9909316394014;1782.6287315755;1485.6945044691997;1117.6892595891;924.7009942884001;29216.431147799114;85578.48947130058;166097.63492598291;357346.12560092454;446105.44479557016;427127.1548207993;776094.2654046073;984166.9573381837;46888.14958349289;226684.32806968968;103154.29344022491;962828.2029473238;1932177.5294643897;1339554.9740407162;188955.32991661853;243935.72731281095;;776094.2654046073;723192.2068304617;777860.2784912343;948107.5104846301;668874.3716927617;380319.88658104045;496570.4562555291;7110.176055638011;3132898.2111688005;60053.563955685255;1411.8546732764005;1667.3211540221;7872.17246971671;18605.073702845;14785.811268946753;9495.507431885117;8394.193263227826;2146.1374063629996;7292.480954732625;1291709.3942742033;1980023.109230896;1581107.7514838926;1690624.7520212457;554.6394388131001;359.08078870750006;242.64665923249996;124.29405366829997;94.13892315069998;31.8673644617;22.9065886995;8.161136517500001;3.6413641878;11.5402790478;;;;;;;;;;;;;Normandie
134;8;2011;32;;74609.92561032569;79709.2235933322;79303.91562249167;78814.72957633043;80113.569990861;79885.08557372147;80803.85552502588;80388.55514995611;81264.73856812753;80746.31847301978;80053.03824859254;79969.53933410496;78049.56021142929;76800.10824541343;75975.73179599014;76981.50235833101;77669.17071419723;79380.45164838865;79986.22388887873;79991.41525506883;79088.18566023113;79091.93607502048;78536.82626850743;77695.96652790968;76004.04821587268;74444.05438640437;75962.16218455027;76988.2132132065;76913.6559899819;75986.62901556413;74749.75686792245;73519.63151634287;72380.21248751726;74024.10403034643;75458.62695268361;79053.31356510337;80903.24924920502;83384.47448938827;83312.80699225789;81390.13279154988;80792.03455381398;81065.04325007681;80307.23314449035;80897.88203430867;81623.77991939163;81201.20079021394;81688.84231082097;81709.26041897153;80635.1745539416;80578.78901120929;79758.99916905245;78653.98951755297;78887.49550793385;79268.33381322956;79170.712490822;77841.19531863829;76332.3473740551;76973.38365807138;76219.84448658231;76725.67959778129;75114.3363076112;74002.58796006958;67788.28171486944;62265.3466791904;55178.7393082913;49624.530127421014;40873.36846466947;39375.365607797154;39597.54183368357;37765.63545111979;39570.380348611005;40955.904498504315;40353.55930253027;39670.94184307147;38946.416588009524;39091.60523468138;38507.79835479927;37687.00540760036;36270.940852403626;34536.56671202177;32603.074786041674;29864.23576339934;27928.7104710574;25619.309213766668;23085.978823421818;20450.47921775989;18345.5829101274;16050.44584524167;13188.31647902119;9348.436668228698;6764.287177578805;4724.343104292205;2891.983248879302;2433.1606541096025;1991.8143339792996;1709.4074328365002;1340.5689067760995;1092.0081719575;28781.646579849294;121439.83626669688;309733.02670812345;634252.3981824936;801014.6170648681;770160.7239384145;1180596.5582984262;2042065.7520370383;50592.17117728899;355111.2201007568;152818.72669109952;1740483.7941196868;3589038.6469870447;2299005.912088916;421300.55653741123;475079.7303448922;;1180596.5582984262;1512061.8018062417;1511840.5294152687;1687803.1040062879;1083189.9941399735;687158.8973423421;918052.0341721323;11374.813572125138;5551220.9364082785;154006.65494069914;4132.662442719;9641.569664654522;21407.023075586625;31937.934412201408;21214.81166060056;34501.00574390067;36707.250155932255;3573.1058121606006;8326.791186902716;2249888.37093859;3638156.188137419;2849560.320868086;3038484.2382079787;641.1799315745001;446.2018547770999;235.68619131650001;182.96715222900002;64.17870216420002;61.241826022800005;33.1861883931;19.9597351599;11.9633395225;4.9304966514;3.252625287;7.9379113374;2.0369011720000003;0.9735888704;;;;;;;4.0000418629;;Hauts-de-France
